07/07-12:02:14.831049, 10335, TCP, raw, 455, C2S, 192.168.10.50:56108, 192.168.10.3:3268, 306:1:0, allow
07/07-14:39:42.856443, 5372918, TCP, raw, 60, C2S, 192.168.10.12:33334, 68.67.178.199:443, 306:1:0, allow
07/07-14:42:06.992919, 5385232, TCP, raw, 40, C2S, 192.168.10.9:5606, 151.101.0.188:80, 301:1:1, allow
07/07-14:42:30.338000, 5396132, TCP, raw, 166, C2S, 192.168.10.5:50660, 23.208.77.187:443, 301:2:1, allow
07/07-14:42:58.210386, 5410026, TCP, raw, 231, C2S, 192.168.10.9:5776, 195.209.111.7:443, 301:1:1, allow
07/07-14:43:09.102870, 5410480, TCP, raw, 52, S2C, 52.84.145.228:80, 192.168.10.9:5658, 306:1:0, allow
07/07-14:44:34.245397, 5428289, TCP, raw, 569, C2S, 192.168.10.17:35855, 35.185.67.245:443, 301:1:1, allow
07/07-14:45:33.168096, 5452916, TCP, raw, 486, C2S, 192.168.10.12:54550, 23.60.139.27:80, 301:1:1, allow
07/07-14:46:25.262309, 5470285, TCP, raw, 231, C2S, 192.168.10.14:52723, 195.209.111.7:443, 301:1:1, allow
07/07-14:46:31.784020, 5477415, TCP, raw, 41, C2S, 192.168.10.14:52679, 195.209.111.7:443, 301:1:1, allow
07/07-14:46:48.431778, 5483401, TCP, raw, 231, C2S, 192.168.10.14:52929, 195.209.111.13:443, 301:1:1, allow
07/07-14:46:58.339042, 5484441, TCP, raw, 231, C2S, 192.168.10.14:52928, 195.209.111.13:443, 301:1:1, allow
07/07-14:50:16.308408, 5505464, TCP, raw, 166, C2S, 192.168.10.9:5926, 34.195.120.173:443, 301:1:1, allow
07/07-14:52:55.294786, 5531787, TCP, raw, 52, C2S, 192.168.10.9:5977, 184.84.243.218:80, 306:1:0, allow
07/07-14:53:55.265138, 5539046, TCP, raw, 48, C2S, 192.168.10.5:50769, 205.174.165.73:8080, 306:1:0, allow
07/07-14:58:25.993252, 5596759, TCP, raw, 422, C2S, 192.168.10.16:55316, 178.172.160.4:443, 301:1:1, allow
07/07-15:03:54.322189, 5660403, TCP, raw, 48, C2S, 192.168.10.8:4634, 205.174.165.73:8080, 306:1:0, allow
07/07-15:07:04.192768, 5665494, TCP, raw, 52, C2S, 192.168.10.9:6366, 104.20.115.18:80, 306:1:0, allow
07/07-15:13:52.840093, 5676124, TCP, raw, 899, S2C, 178.255.83.1:80, 192.168.10.5:50931, 306:1:0, allow
07/07-15:23:38.540999, 5738444, TCP, raw, 52, C2S, 192.168.10.19:33192, 192.168.10.50:22, 306:1:0, allow
07/07-15:25:13.246516, 5740470, TCP, raw, 40, C2S, 192.168.10.8:4794, 192.168.10.3:135, 306:1:0, allow
07/07-15:35:52.473796, 5774317, TCP, raw, 52, C2S, 192.168.10.8:4891, 205.174.165.73:8080, 306:1:0, allow
07/07-15:37:29.603469, 5777126, TCP, raw, 200, C2S, 192.168.10.51:59065, 162.213.33.50:443, 301:1:1, allow
07/07-15:37:32.327563, 5777141, TCP, raw, 52, C2S, 192.168.10.15:53884, 205.174.165.73:8080, 306:1:0, allow
07/07-15:44:23.925422, 5790315, TCP, raw, 52, C2S, 192.168.10.14:53108, 205.174.165.73:8080, 306:1:0, allow
07/07-15:53:52.927243, 5801427, TCP, raw, 40, S2C, 54.192.36.35:443, 192.168.10.14:53163, 306:1:0, allow
07/07-15:55:45.756782, 5804330, TCP, raw, 52, C2S, 192.168.10.5:52368, 74.125.22.108:465, 306:1:0, allow
07/07-16:05:54.496612, 5835928, TCP, raw, 40, S2C, 52.73.123.67:80, 192.168.10.15:54153, 306:1:0, allow
07/07-16:07:51.002502, 5839431, TCP, raw, 52, C2S, 192.168.10.15:54231, 205.174.165.73:8080, 306:1:0, allow
07/07-16:13:44.576568, 5888425, TCP, raw, 1500, S2C, 23.192.74.133:80, 192.168.10.15:54287, 301:1:1, allow
07/07-16:24:12.237884, 5945825, TCP, raw, 52, C2S, 192.168.10.12:34252, 172.217.9.238:80, 306:1:0, allow
07/07-16:28:45.756466, 5982331, TCP, raw, 52, C2S, 192.168.10.9:7056, 104.16.24.4:443, 306:1:0, allow
07/07-16:30:49.331195, 6002708, TCP, raw, 52, C2S, 192.168.10.5:52842, 23.50.123.122:80, 306:1:0, allow
07/07-16:31:37.917398, 6006460, TCP, raw, 793, C2S, 192.168.10.19:47515, 52.66.156.21:443, 301:2:1, allow
07/07-16:34:31.765706, 6044199, TCP, raw, 52, S2C, 50.63.243.230:80, 192.168.10.25:52520, 301:1:1, allow
07/07-16:34:31.870727, 6045268, TCP, raw, 52, S2C, 50.63.243.230:80, 192.168.10.25:52521, 301:1:1, allow
07/07-16:34:31.948916, 6046156, TCP, raw, 52, S2C, 50.63.243.230:80, 192.168.10.25:52522, 301:1:1, allow
07/07-16:35:09.957173, 6081273, TCP, raw, 40, S2C, 173.239.42.214:80, 192.168.10.14:54145, 301:2:1, allow
07/07-16:35:42.339286, 6100301, TCP, raw, 726, C2S, 192.168.10.15:54682, 140.205.61.61:443, 301:1:1, allow
07/07-16:35:42.727004, 6100625, TCP, raw, 166, C2S, 192.168.10.15:54693, 198.11.132.221:443, 301:1:1, allow
07/07-16:35:48.017377, 6102689, TCP, raw, 557, C2S, 192.168.10.15:54684, 119.146.74.49:443, 301:1:1, allow
07/07-16:36:04.091770, 6108934, TCP, raw, 1500, S2C, 151.101.0.143:80, 192.168.10.19:54111, 301:1:1, allow
07/07-16:36:04.147476, 6109142, TCP, raw, 52, C2S, 192.168.10.19:54115, 151.101.0.143:80, 301:1:1, allow
07/07-16:36:04.211148, 6109504, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.19:58305, 301:1:1, allow
07/07-16:36:04.218578, 6109514, TCP, raw, 1500, S2C, 52.84.145.228:80, 192.168.10.19:53158, 301:1:1, allow
07/07-16:36:04.493949, 6110583, TCP, raw, 1500, S2C, 52.84.142.241:80, 192.168.10.19:33012, 301:1:1, allow
07/07-16:36:05.195318, 6111717, TCP, raw, 1500, S2C, 52.205.181.128:80, 192.168.10.19:44335, 301:1:1, allow
07/07-16:36:51.686388, 6165238, TCP, raw, 632, C2S, 192.168.10.8:5390, 54.199.195.232:443, 301:2:1, allow
07/07-16:40:20.796351, 6208497, TCP, raw, 52, C2S, 192.168.10.8:5465, 192.168.10.50:21, 306:1:0, allow
07/07-16:42:31.866996, 6224220, TCP, raw, 185, S2C, 107.20.228.12:443, 192.168.10.14:55214, 306:1:0, allow
07/07-16:46:55.308045, 6259553, TCP, raw, 40, S2C, 179.43.190.11:80, 192.168.10.8:5586, 301:1:1, allow
07/07-16:50:45.133987, 6312188, TCP, raw, 52, S2C, 23.61.187.27:80, 192.168.10.25:52787, 301:1:1, allow
07/07-16:50:45.295427, 6312219, TCP, raw, 52, S2C, 23.61.187.27:80, 192.168.10.25:52788, 301:1:1, allow
07/07-16:50:46.211706, 6312417, TCP, raw, 52, S2C, 23.61.187.27:80, 192.168.10.25:52791, 301:1:1, allow
07/07-16:51:05.038217, 6318500, TCP, raw, 241, C2S, 192.168.10.12:46230, 121.242.123.135:443, 301:1:1, allow
07/07-16:52:35.918270, 6321891, TCP, raw, 241, C2S, 192.168.10.12:46240, 121.242.123.135:443, 301:1:1, allow
07/07-16:52:38.478274, 6321911, TCP, raw, 241, C2S, 192.168.10.12:46238, 121.242.123.135:443, 301:1:1, allow
07/07-16:52:58.651275, 6323910, TCP, raw, 166, C2S, 192.168.10.14:55818, 23.208.106.113:443, 301:1:1, allow
07/07-16:53:04.943362, 6329114, TCP, raw, 40, C2S, 192.168.10.14:55866, 23.61.187.27:80, 301:1:1, allow
07/07-16:53:08.071502, 6330383, TCP, raw, 40, C2S, 192.168.10.14:55963, 23.61.187.27:80, 301:1:1, allow
07/07-16:54:03.611733, 6335704, TCP, raw, 40, C2S, 192.168.10.12:48348, 111.93.223.135:443, 301:1:1, allow
07/07-16:54:03.611741, 6335706, TCP, raw, 40, C2S, 192.168.10.12:48350, 111.93.223.135:443, 301:1:1, allow
07/07-16:56:02.428222, 6364647, TCP, raw, 44, C2S, 172.16.0.1:49068, 192.168.10.50:22, 307:1:0, allow
07/07-16:56:33.747670, 6366325, TCP, raw, 44, C2S, 172.16.0.1:49467, 192.168.10.50:21, 303:1:0, allow
07/07-16:57:34.252498, 6375784, TCP, raw, 44, C2S, 172.16.0.1:53097, 192.168.10.50:443, 303:1:0, allow
07/07-16:59:06.016019, 6388108, TCP, raw, 52, C2S, 192.168.10.14:56055, 64.71.155.158:443, 306:1:0, allow
07/07-16:59:08.372059, 6388270, TCP, raw, 52, C2S, 192.168.10.9:7498, 104.97.98.225:443, 306:1:0, allow
07/07-16:59:14.480719, 6392001, TCP, raw, 40, C2S, 192.168.10.17:37862, 104.19.196.102:80, 301:1:1, allow
07/07-16:59:17.501587, 6396936, TCP, raw, 1500, S2C, 213.19.161.155:80, 192.168.10.17:33787, 301:2:1, allow
07/07-16:59:17.501631, 6396938, TCP, raw, 1500, S2C, 213.19.161.155:80, 192.168.10.17:33786, 301:2:1, allow
07/07-16:59:19.270048, 6400846, TCP, raw, 52, C2S, 192.168.10.17:42631, 104.193.88.102:80, 301:2:1, allow
07/07-16:59:52.535503, 6405920, TCP, raw, 60, C2S, 172.16.0.1:52776, 192.168.10.50:80, 303:1:0, allow
07/07-17:00:49.478180, 6413877, TCP, raw, 52, C2S, 192.168.10.5:53398, 104.76.108.221:80, 306:1:0, allow
07/07-17:01:21.980925, 6416790, TCP, raw, 52, C2S, 192.168.10.9:7561, 192.168.10.50:22, 303:1:0, allow
07/07-17:05:42.051489, 6443400, TCP, raw, 166, C2S, 192.168.10.14:56159, 74.217.253.70:443, 301:1:1, allow
07/07-17:05:42.057313, 6443404, TCP, raw, 166, C2S, 192.168.10.14:56158, 74.217.253.70:443, 301:1:1, allow
07/07-17:08:30.486191, 6485000, TCP, raw, 166, C2S, 192.168.10.9:7779, 23.61.192.70:443, 301:2:1, allow
07/07-17:08:43.714266, 6489516, TCP, raw, 52, C2S, 192.168.10.17:48297, 151.101.65.49:443, 301:1:1, allow
07/07-17:10:47.476710, 6513182, TCP, raw, 52, C2S, 192.168.10.19:51373, 63.144.176.24:80, 301:1:1, allow
07/07-17:10:50.439181, 6515753, TCP, raw, 1500, S2C, 54.192.38.6:80, 192.168.10.19:48697, 301:1:1, allow
07/07-17:11:17.648316, 6522415, TCP, raw, 393, S2C, 184.86.217.145:443, 192.168.10.9:7880, 306:1:0, allow
07/07-17:13:10.190310, 6540137, TCP, raw, 52, C2S, 192.168.10.25:52954, 23.15.4.11:80, 301:2:1, allow
07/07-17:15:01.413781, 6570830, TCP, raw, 44, C2S, 172.16.0.1:44485, 192.168.10.50:444, 303:1:0, allow
07/07-17:17:35.655094, 6593338, TCP, raw, 52, C2S, 192.168.10.15:55927, 192.168.10.50:21, 306:1:0, allow
07/07-17:22:14.257787, 6641338, TCP, raw, 1500, S2C, 52.84.145.16:80, 192.168.10.17:42726, 301:1:1, allow
07/07-17:23:41.980077, 6655518, TCP, raw, 178, C2S, 192.168.10.12:53870, 199.167.65.22:443, 301:2:1, allow
07/07-17:24:53.856630, 6670950, TCP, raw, 1500, S2C, 72.247.66.99:80, 192.168.10.17:53798, 301:1:1, allow
07/07-17:24:55.351828, 6673014, TCP, raw, 1500, S2C, 72.247.66.99:80, 192.168.10.17:53833, 301:1:1, allow
07/07-17:24:56.004612, 6674179, TCP, raw, 1500, S2C, 104.90.91.124:80, 192.168.10.17:38661, 301:1:1, allow
07/07-17:24:56.005886, 6674193, TCP, raw, 1500, S2C, 104.90.91.124:80, 192.168.10.17:38662, 301:1:1, allow
07/07-17:24:56.915961, 6675309, TCP, raw, 1500, S2C, 52.84.26.240:80, 192.168.10.17:51433, 301:1:1, allow
07/07-17:25:37.960729, 6696407, TCP, raw, 40, S2C, 108.59.6.118:80, 192.168.10.8:6916, 301:1:1, allow
07/07-17:28:20.473076, 6729379, TCP, raw, 40, C2S, 192.168.10.14:56538, 212.95.74.29:80, 301:1:1, allow
07/07-17:29:45.524255, 6748480, TCP, raw, 40, C2S, 192.168.10.15:56216, 50.116.194.23:443, 306:1:0, allow
07/07-17:30:17.679911, 6751531, TCP, raw, 40, C2S, 192.168.10.14:56778, 158.69.124.230:80, 301:1:1, allow
07/07-17:32:17.679069, 6771129, TCP, raw, 40, C2S, 192.168.10.14:56789, 158.69.124.230:80, 301:1:1, allow
07/07-17:33:17.797440, 6777303, TCP, raw, 40, C2S, 192.168.10.14:56793, 158.69.124.230:80, 301:1:1, allow
07/07-17:34:12.644776, 6783785, TCP, raw, 52, C2S, 192.168.10.14:56796, 158.69.124.230:80, 306:1:0, allow
07/07-17:34:17.678763, 6783877, TCP, raw, 40, C2S, 192.168.10.14:56796, 158.69.124.230:80, 301:1:1, allow
07/07-17:35:17.687753, 6791466, TCP, raw, 40, C2S, 192.168.10.14:56803, 158.69.124.230:80, 301:1:1, allow
07/07-17:35:42.212000, 6799991, TCP, raw, 40, S2C, 108.59.6.118:80, 192.168.10.8:7548, 301:1:1, allow
07/07-17:35:53.789734, 6801729, TCP, raw, 52, C2S, 192.168.10.8:7595, 216.239.32.55:443, 303:1:0, allow
07/07-17:36:05.595159, 6804554, TCP, raw, 52, C2S, 192.168.10.5:53762, 93.184.216.105:443, 306:1:0, allow
07/07-17:36:17.689902, 6812360, TCP, raw, 40, C2S, 192.168.10.14:56805, 158.69.124.230:80, 301:1:1, allow
07/07-17:37:08.085183, 6821050, TCP, raw, 743, C2S, 192.168.10.17:48514, 37.209.241.117:443, 301:2:1, allow
07/07-17:37:17.675809, 6823154, TCP, raw, 40, C2S, 192.168.10.14:56810, 158.69.124.230:80, 301:1:1, allow
07/07-17:37:17.815268, 6823165, TCP, raw, 40, C2S, 192.168.10.14:56812, 158.69.124.230:80, 301:1:1, allow
07/07-17:38:17.678214, 6831626, TCP, raw, 40, C2S, 192.168.10.14:56814, 158.69.124.230:80, 301:1:1, allow
07/07-17:39:17.678711, 6845854, TCP, raw, 40, C2S, 192.168.10.14:56820, 158.69.124.230:80, 301:1:1, allow
07/07-17:39:30.428125, 6849335, TCP, raw, 166, C2S, 192.168.10.15:56402, 66.235.147.237:443, 301:1:1, allow
07/07-17:39:30.433473, 6849336, TCP, raw, 166, C2S, 192.168.10.15:56401, 66.235.147.237:443, 301:1:1, allow
07/07-17:41:17.677773, 6867948, TCP, raw, 40, C2S, 192.168.10.14:56825, 158.69.124.230:80, 301:1:1, allow
07/07-17:41:17.719256, 6867960, TCP, raw, 40, C2S, 192.168.10.14:56828, 158.69.124.230:80, 301:1:1, allow
07/07-17:41:17.719555, 6867963, TCP, raw, 40, C2S, 192.168.10.14:56827, 158.69.124.230:80, 301:1:1, allow
07/07-17:42:17.677774, 6888668, TCP, raw, 40, C2S, 192.168.10.14:56834, 158.69.124.230:80, 301:1:1, allow
07/07-17:43:17.680029, 6895414, TCP, raw, 40, C2S, 192.168.10.14:56836, 158.69.124.230:80, 301:1:1, allow
07/07-17:45:42.456195, 6909389, TCP, raw, 52, C2S, 192.168.10.8:8100, 172.217.12.142:443, 306:1:0, allow
07/07-17:47:11.210831, 6934956, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.17:50206, 301:1:1, allow
07/07-17:47:11.211304, 6934963, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.17:50205, 301:1:1, allow
07/07-17:47:11.237852, 6935085, TCP, raw, 52, C2S, 192.168.10.17:50204, 23.15.4.16:80, 301:1:1, allow
07/07-17:48:12.051527, 6939325, TCP, raw, 40, C2S, 192.168.10.14:56946, 212.77.100.127:443, 306:1:0, allow
07/07-17:51:14.187381, 6987765, TCP, raw, 52, C2S, 172.16.0.1:35952, 192.168.10.50:80, 301:1:1, allow
07/07-17:51:14.190842, 6987781, TCP, raw, 52, C2S, 172.16.0.1:35956, 192.168.10.50:80, 301:1:1, allow
07/07-17:52:12.854461, 7031144, TCP, raw, 44, C2S, 172.16.0.1:64231, 192.168.10.50:22, 303:1:0, allow
07/07-17:52:12.854461, 7031144, TCP, raw, 44, C2S, 172.16.0.1:64231, 192.168.10.50:22, 302:1:0, allow
07/07-17:52:14.228598, 7033252, TCP, raw, 44, C2S, 172.16.0.1:38529, 192.168.10.50:898, 307:1:0, allow
07/07-17:53:13.832904, 7122179, TCP, raw, 202, C2S, 192.168.10.19:48303, 23.111.9.32:443, 301:1:1, allow
07/07-17:54:15.181814, 7132326, TCP, raw, 60, C2S, 172.16.0.1:35970, 192.168.10.50:80, 303:1:0, allow
07/07-17:54:15.181814, 7132326, TCP, raw, 60, C2S, 172.16.0.1:35970, 192.168.10.50:80, 302:1:0, allow
07/07-17:54:58.529574, 7209087, TCP, raw, 60, C2S, 172.16.0.1:37796, 192.168.10.50:139, 301:2:1, allow
07/07-17:55:15.593063, 7238943, TCP, raw, 60, C2S, 172.16.0.1:37950, 192.168.10.50:3389, 303:1:0, allow
07/07-17:55:15.593063, 7238943, TCP, raw, 60, C2S, 172.16.0.1:37950, 192.168.10.50:3389, 302:1:0, allow
07/07-18:00:10.326242, 7372102, TCP, raw, 266, C2S, 192.168.10.5:54165, 62.161.94.230:443, 306:1:0, allow
07/07-18:00:39.545104, 7373813, TCP, raw, 60, C2S, 192.168.10.17:33297, 104.17.37.113:443, 306:1:0, allow
07/07-18:03:13.788983, 7400792, TCP, raw, 60, C2S, 172.16.0.1:57038, 192.168.10.50:80, 303:1:0, allow
07/07-18:03:13.788983, 7400792, TCP, raw, 60, C2S, 172.16.0.1:57038, 192.168.10.50:80, 302:1:0, allow
07/07-18:06:09.592593, 7433989, TCP, raw, 58, C2S, 192.168.10.25:53128, 151.101.64.67:443, 301:1:1, allow
07/07-18:07:22.532442, 7441392, TCP, raw, 1500, S2C, 185.73.223.2:80, 192.168.10.16:54830, 301:1:1, allow
07/07-18:08:47.278326, 7471282, TCP, raw, 1500, S2C, 160.92.49.14:80, 192.168.10.17:42559, 301:1:1, allow
07/07-18:08:47.279818, 7471289, TCP, raw, 1500, S2C, 160.92.49.14:80, 192.168.10.17:42558, 301:1:1, allow
07/07-18:08:48.505378, 7472188, TCP, raw, 1500, S2C, 160.92.49.17:80, 192.168.10.17:35494, 301:1:1, allow
07/07-18:09:10.050705, 7478598, TCP, raw, 60, C2S, 172.16.0.1:49392, 192.168.10.50:139, 303:1:0, allow
07/07-18:09:10.050705, 7478598, TCP, raw, 60, C2S, 172.16.0.1:49392, 192.168.10.50:139, 302:1:0, allow
07/07-18:10:18.685915, 7499552, TCP, raw, 60, C2S, 172.16.0.1:49520, 192.168.10.50:139, 303:1:0, allow
07/07-18:10:18.685915, 7499552, TCP, raw, 60, C2S, 172.16.0.1:49520, 192.168.10.50:139, 302:1:0, allow
07/07-18:11:11.572601, 7520335, TCP, raw, 52, C2S, 192.168.10.5:54495, 96.16.193.83:443, 306:1:0, allow
07/07-18:13:48.365124, 7555525, TCP, raw, 1500, S2C, 46.166.188.35:80, 192.168.10.12:59824, 301:1:1, allow
07/07-18:13:49.114022, 7556811, TCP, raw, 1500, S2C, 185.73.223.2:80, 192.168.10.12:33740, 301:1:1, allow
07/07-18:16:59.422465, 7604884, TCP, raw, 52, C2S, 192.168.10.16:41926, 191.236.192.121:443, 306:1:0, allow
07/07-18:17:39.367317, 7607306, TCP, raw, 52, C2S, 192.168.10.14:57623, 52.84.3.76:443, 303:1:0, allow
07/07-18:18:48.977159, 7620358, TCP, raw, 52, C2S, 192.168.10.15:57916, 192.168.10.50:21, 306:1:0, allow
07/07-18:19:35.933428, 7626568, TCP, raw, 959, C2S, 192.168.10.17:41190, 199.59.88.242:443, 301:1:1, allow
07/07-18:20:21.599044, 7640073, TCP, raw, 52, S2C, 203.205.191.27:443, 192.168.10.5:54570, 306:1:0, allow
07/07-18:22:02.310217, 7661684, TCP, raw, 44, C2S, 172.16.0.1:35609, 192.168.10.50:199, 302:1:0, allow
07/07-18:22:37.559884, 7683181, TCP, raw, 202, C2S, 192.168.10.17:37341, 185.13.88.201:443, 301:1:1, allow
07/07-18:22:53.148595, 7691224, TCP, raw, 166, C2S, 192.168.10.9:8594, 23.193.26.191:443, 301:1:1, allow
07/07-18:23:09.425301, 7697520, TCP, raw, 60, C2S, 172.16.0.1:49680, 192.168.10.50:139, 303:1:0, allow
07/07-18:23:09.425301, 7697520, TCP, raw, 60, C2S, 172.16.0.1:49680, 192.168.10.50:139, 302:1:0, allow
07/07-18:23:10.792735, 7697717, TCP, raw, 44, C2S, 172.16.0.1:41041, 192.168.10.50:22, 307:1:0, allow
07/07-18:28:38.196983, 7799002, TCP, raw, 202, C2S, 192.168.10.17:37956, 185.13.88.201:443, 301:1:1, allow
07/07-18:29:45.712946, 7839823, TCP, raw, 60, C2S, 192.168.10.16:41846, 199.244.48.55:443, 307:1:0, allow
07/07-18:31:14.979098, 7899853, TCP, raw, 943, C2S, 192.168.10.14:57771, 5.196.119.250:443, 301:1:1, allow
07/07-18:31:40.962502, 7914864, TCP, raw, 178, C2S, 192.168.10.16:58412, 52.84.3.219:443, 301:1:1, allow
07/07-18:35:27.221711, 7951734, TCP, raw, 113, S2C, 172.217.6.238:443, 192.168.10.5:55308, 306:1:0, allow
07/07-18:41:27.455112, 8032162, TCP, raw, 166, C2S, 192.168.10.5:55838, 52.86.69.211:443, 301:1:1, allow
07/07-18:41:27.460289, 8032164, TCP, raw, 166, C2S, 192.168.10.5:55839, 52.86.69.211:443, 301:1:1, allow
07/07-18:41:45.739396, 8036802, TCP, raw, 166, C2S, 192.168.10.5:55914, 192.243.250.132:443, 301:1:1, allow
07/07-18:41:45.744535, 8036803, TCP, raw, 166, C2S, 192.168.10.5:55913, 192.243.250.132:443, 301:1:1, allow
07/07-18:42:04.981824, 8040362, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:37838, 301:1:1, allow
07/07-18:42:04.982341, 8040369, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:37836, 301:1:1, allow
07/07-18:42:04.985786, 8040415, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:37828, 301:1:1, allow
07/07-18:42:27.588936, 8045824, TCP, raw, 1500, S2C, 104.97.73.166:80, 192.168.10.16:51526, 301:1:1, allow
07/07-18:47:23.664541, 8071593, TCP, raw, 60, C2S, 192.168.10.12:60272, 192.168.10.3:3268, 303:1:0, allow
07/07-18:49:20.301813, 8078824, TCP, raw, 52, C2S, 192.168.10.25:53590, 52.84.145.244:80, 301:1:1, allow
07/07-18:51:00.496075, 8091188, TCP, raw, 52, S2C, 172.217.6.238:80, 192.168.10.15:58381, 306:1:0, allow
07/07-18:51:38.365514, 8113813, TCP, raw, 52, C2S, 192.168.10.5:56070, 192.168.10.50:22, 306:1:0, allow
07/07-18:52:09.487349, 8115149, TCP, raw, 52, C2S, 192.168.10.17:49164, 172.217.11.46:443, 306:1:0, allow
07/07-18:53:40.439218, 8120883, TCP, raw, 52, C2S, 192.168.10.15:58549, 64.4.54.254:443, 306:1:0, allow
07/07-18:56:31.796937, 8134875, TCP, raw, 52, C2S, 172.16.0.1:49533, 192.168.10.50:80, 302:1:0, allow
07/07-18:56:35.874079, 8135272, TCP, raw, 52, C2S, 172.16.0.1:49644, 192.168.10.50:80, 307:1:0, allow
07/07-18:57:00.974420, 8163517, TCP, raw, 964, C2S, 192.168.10.15:58811, 69.172.216.111:443, 301:1:1, allow
07/07-18:57:01.032642, 8163547, TCP, raw, 166, C2S, 192.168.10.15:58816, 52.84.145.245:443, 301:1:1, allow
07/07-18:57:32.488934, 8206061, TCP, raw, 52, C2S, 172.16.0.1:51038, 192.168.10.50:80, 303:1:0, allow
07/07-18:58:32.803217, 8280658, TCP, raw, 52, C2S, 172.16.0.1:52764, 192.168.10.50:80, 303:1:0, allow
07/07-18:58:36.841130, 8285661, TCP, raw, 40, C2S, 172.16.0.1:52703, 192.168.10.50:80, 301:2:1, allow
07/07-18:58:38.154908, 8287511, TCP, raw, 1500, S2C, 151.101.65.34:80, 192.168.10.16:52606, 301:1:1, allow
07/07-18:58:38.450352, 8288249, TCP, raw, 1500, S2C, 151.101.65.34:80, 192.168.10.16:52622, 301:1:1, allow
07/07-18:58:39.449637, 8290112, TCP, raw, 1500, S2C, 151.101.0.175:80, 192.168.10.16:36386, 301:1:1, allow
07/07-18:58:40.280854, 8291100, TCP, raw, 1500, S2C, 52.84.145.201:80, 192.168.10.16:60894, 301:2:1, allow
07/07-18:58:44.478086, 8301218, TCP, raw, 1500, S2C, 69.172.216.55:80, 192.168.10.16:36054, 301:2:1, allow
07/07-18:59:20.415859, 8350907, TCP, raw, 40, C2S, 172.16.0.1:53933, 192.168.10.50:80, 301:2:1, allow
07/07-18:59:20.415993, 8350927, TCP, raw, 40, C2S, 172.16.0.1:53931, 192.168.10.50:80, 301:2:1, allow
07/07-18:59:33.012665, 8372475, TCP, raw, 52, C2S, 172.16.0.1:54392, 192.168.10.50:80, 303:1:0, allow
07/07-19:00:04.551574, 8414075, TCP, raw, 40, C2S, 172.16.0.1:55050, 192.168.10.50:80, 301:2:1, allow
07/07-19:00:04.552624, 8414110, TCP, raw, 40, C2S, 172.16.0.1:55055, 192.168.10.50:80, 301:2:1, allow
07/07-19:00:04.552638, 8414122, TCP, raw, 40, C2S, 172.16.0.1:55054, 192.168.10.50:80, 301:2:1, allow
07/07-19:00:27.008995, 8447614, TCP, raw, 40, C2S, 172.16.0.1:55667, 192.168.10.50:80, 301:2:1, allow
07/07-19:00:33.025794, 8454654, TCP, raw, 52, C2S, 172.16.0.1:55811, 192.168.10.50:80, 303:1:0, allow
07/07-19:01:10.934717, 8501541, TCP, raw, 40, C2S, 172.16.0.1:56816, 192.168.10.50:80, 301:2:1, allow
07/07-19:01:10.934719, 8501543, TCP, raw, 40, C2S, 172.16.0.1:56815, 192.168.10.50:80, 301:2:1, allow
07/07-19:01:22.817401, 8517499, TCP, raw, 40, C2S, 172.16.0.1:57191, 192.168.10.50:80, 301:2:1, allow
07/07-19:01:33.039441, 8529651, TCP, raw, 52, C2S, 172.16.0.1:57625, 192.168.10.50:80, 303:1:0, allow
07/07-19:01:47.081715, 8545437, TCP, raw, 40, C2S, 172.16.0.1:57824, 192.168.10.50:80, 301:2:1, allow
07/07-19:02:23.177713, 8589100, TCP, raw, 40, C2S, 172.16.0.1:58814, 192.168.10.50:80, 301:2:1, allow
07/07-19:02:33.097034, 8599655, TCP, raw, 52, C2S, 172.16.0.1:59237, 192.168.10.50:80, 303:1:0, allow
07/07-19:02:59.248676, 8628997, TCP, raw, 40, C2S, 172.16.0.1:59793, 192.168.10.50:80, 301:2:1, allow
07/07-19:03:33.271693, 8670004, TCP, raw, 52, C2S, 172.16.0.1:63081, 192.168.10.50:80, 303:1:0, allow
07/07-19:03:45.623352, 8684644, TCP, raw, 40, C2S, 172.16.0.1:61087, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:09.509267, 8710791, TCP, raw, 40, C2S, 172.16.0.1:61735, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:09.510128, 8710823, TCP, raw, 40, C2S, 172.16.0.1:61730, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:09.510703, 8710848, TCP, raw, 40, C2S, 172.16.0.1:61705, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:21.348322, 8723727, TCP, raw, 40, C2S, 172.16.0.1:62045, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:32.655011, 8736478, TCP, raw, 40, C2S, 172.16.0.1:62301, 192.168.10.50:80, 301:2:1, allow
07/07-19:04:32.657197, 8736579, TCP, raw, 40, C2S, 172.16.0.1:62329, 192.168.10.50:80, 301:2:1, allow
