07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/05-13:45:36.503555, 7152281, TCP, raw, 52, C2S, 172.16.0.1:35944, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.504481, 7152288, TCP, raw, 52, C2S, 172.16.0.1:35948, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.506463, 7152295, TCP, raw, 52, C2S, 172.16.0.1:35950, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.507475, 7152306, TCP, raw, 52, C2S, 172.16.0.1:35936, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.508463, 7152310, TCP, raw, 52, C2S, 172.16.0.1:35938, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.508484, 7152316, TCP, raw, 40, C2S, 172.16.0.1:35946, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.509469, 7152331, TCP, raw, 40, C2S, 172.16.0.1:35942, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.509975, 7152343, TCP, raw, 52, C2S, 172.16.0.1:35940, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.512252, 7152391, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:48638, 301:2:1, allow
07/05-13:45:36.513464, 7152415, TCP, raw, 52, C2S, 172.16.0.1:35962, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.514468, 7152422, TCP, raw, 52, C2S, 172.16.0.1:35960, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.516482, 7152437, TCP, raw, 52, C2S, 172.16.0.1:35952, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.516484, 7152439, TCP, raw, 52, C2S, 172.16.0.1:48640, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.517477, 7152447, TCP, raw, 52, C2S, 172.16.0.1:35964, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.518466, 7152456, TCP, raw, 52, C2S, 172.16.0.1:35954, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.519479, 7152466, TCP, raw, 52, C2S, 172.16.0.1:35966, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.520479, 7152473, TCP, raw, 52, C2S, 172.16.0.1:35956, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.520591, 7152476, TCP, raw, 52, C2S, 172.16.0.1:35958, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.524570, 7152551, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:35978, 301:2:1, allow
07/05-13:45:36.525482, 7152558, TCP, raw, 52, C2S, 172.16.0.1:35980, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.526473, 7152564, TCP, raw, 52, C2S, 172.16.0.1:35982, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.527487, 7152572, TCP, raw, 52, C2S, 172.16.0.1:35984, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.529469, 7152584, TCP, raw, 52, C2S, 172.16.0.1:35972, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.529470, 7152585, TCP, raw, 52, C2S, 172.16.0.1:35974, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.531481, 7152596, TCP, raw, 52, C2S, 172.16.0.1:35970, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.531498, 7152602, TCP, raw, 40, C2S, 172.16.0.1:35968, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.532174, 7152609, TCP, raw, 52, C2S, 172.16.0.1:35986, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.533441, 7152613, TCP, raw, 40, C2S, 172.16.0.1:35976, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.535477, 7152672, TCP, raw, 52, C2S, 172.16.0.1:35994, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.536480, 7152687, TCP, raw, 52, C2S, 172.16.0.1:35990, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.537481, 7152691, TCP, raw, 52, C2S, 172.16.0.1:35992, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.538471, 7152699, TCP, raw, 52, C2S, 172.16.0.1:35988, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.539475, 7152705, TCP, raw, 52, C2S, 172.16.0.1:35996, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.540476, 7152711, TCP, raw, 52, C2S, 172.16.0.1:36000, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.541472, 7152718, TCP, raw, 52, C2S, 172.16.0.1:36004, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.541541, 7152723, TCP, raw, 52, C2S, 172.16.0.1:35998, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.543248, 7152737, TCP, raw, 52, C2S, 172.16.0.1:36002, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.544589, 7152771, TCP, raw, 52, C2S, 172.16.0.1:36006, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.546469, 7152794, TCP, raw, 40, C2S, 172.16.0.1:36012, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.546471, 7152795, TCP, raw, 52, C2S, 172.16.0.1:36010, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.547480, 7152812, TCP, raw, 52, C2S, 172.16.0.1:36014, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.548475, 7152820, TCP, raw, 52, C2S, 172.16.0.1:36016, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.549483, 7152824, TCP, raw, 52, C2S, 172.16.0.1:36018, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.551464, 7152838, TCP, raw, 52, C2S, 172.16.0.1:36020, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.551491, 7152846, TCP, raw, 52, C2S, 172.16.0.1:36022, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.552535, 7152866, TCP, raw, 52, C2S, 172.16.0.1:36008, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.553551, 7152890, TCP, raw, 52, C2S, 172.16.0.1:36026, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.554581, 7152924, TCP, raw, 52, C2S, 172.16.0.1:36024, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.556468, 7152940, TCP, raw, 52, C2S, 172.16.0.1:36034, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.556473, 7152944, TCP, raw, 52, C2S, 172.16.0.1:36030, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.557486, 7152956, TCP, raw, 52, C2S, 172.16.0.1:36032, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.558432, 7152960, TCP, raw, 52, C2S, 172.16.0.1:36036, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.560473, 7152972, TCP, raw, 52, C2S, 172.16.0.1:36038, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.560481, 7152976, TCP, raw, 52, C2S, 172.16.0.1:36028, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.561485, 7152983, TCP, raw, 52, C2S, 172.16.0.1:36040, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.563468, 7153018, TCP, raw, 52, C2S, 172.16.0.1:36042, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.564476, 7153031, TCP, raw, 52, C2S, 172.16.0.1:36044, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.565465, 7153061, TCP, raw, 52, C2S, 172.16.0.1:36046, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.566465, 7153070, TCP, raw, 52, C2S, 172.16.0.1:36048, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.567475, 7153082, TCP, raw, 52, C2S, 172.16.0.1:36054, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.572487, 7153128, TCP, raw, 52, C2S, 172.16.0.1:36060, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.574495, 7153169, TCP, raw, 52, C2S, 172.16.0.1:36066, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.578483, 7153237, TCP, raw, 52, C2S, 172.16.0.1:36076, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.579471, 7153245, TCP, raw, 52, C2S, 172.16.0.1:36078, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.584486, 7153284, TCP, raw, 52, C2S, 172.16.0.1:36082, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.588465, 7153370, TCP, raw, 52, C2S, 172.16.0.1:36090, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.589479, 7153374, TCP, raw, 52, C2S, 172.16.0.1:36092, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.590475, 7153384, TCP, raw, 52, C2S, 172.16.0.1:36096, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.591483, 7153399, TCP, raw, 52, C2S, 172.16.0.1:36094, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.592465, 7153409, TCP, raw, 52, C2S, 172.16.0.1:36098, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.593471, 7153413, TCP, raw, 52, C2S, 172.16.0.1:36100, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.594482, 7153423, TCP, raw, 52, C2S, 172.16.0.1:36102, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.595489, 7153442, TCP, raw, 52, C2S, 172.16.0.1:36104, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.597460, 7153474, TCP, raw, 52, C2S, 172.16.0.1:36106, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.598464, 7153493, TCP, raw, 40, C2S, 172.16.0.1:36108, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.599465, 7153500, TCP, raw, 52, C2S, 172.16.0.1:36112, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.600487, 7153511, TCP, raw, 52, C2S, 172.16.0.1:36110, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.601474, 7153525, TCP, raw, 52, C2S, 172.16.0.1:36116, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.601495, 7153529, TCP, raw, 52, C2S, 172.16.0.1:36114, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.603469, 7153536, TCP, raw, 52, C2S, 172.16.0.1:36118, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.604479, 7153546, TCP, raw, 52, C2S, 172.16.0.1:36120, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.605491, 7153562, TCP, raw, 52, C2S, 172.16.0.1:36122, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.606539, 7153586, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36128, 301:2:1, allow
07/05-13:45:36.607465, 7153588, TCP, raw, 52, C2S, 172.16.0.1:36124, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.607469, 7153591, TCP, raw, 52, C2S, 172.16.0.1:36130, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.608470, 7153623, TCP, raw, 52, C2S, 172.16.0.1:36126, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.610471, 7153637, TCP, raw, 52, C2S, 172.16.0.1:36132, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.611465, 7153642, TCP, raw, 52, C2S, 172.16.0.1:36134, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.612477, 7153660, TCP, raw, 52, C2S, 172.16.0.1:36136, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.614469, 7153668, TCP, raw, 52, C2S, 172.16.0.1:36138, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.614477, 7153673, TCP, raw, 52, C2S, 172.16.0.1:36140, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.615471, 7153677, TCP, raw, 52, C2S, 172.16.0.1:36144, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.617485, 7153714, TCP, raw, 52, C2S, 172.16.0.1:36142, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.618460, 7153736, TCP, raw, 52, C2S, 172.16.0.1:36150, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.618478, 7153738, TCP, raw, 52, C2S, 172.16.0.1:36148, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.620475, 7153769, TCP, raw, 40, C2S, 172.16.0.1:36152, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.621474, 7153777, TCP, raw, 40, C2S, 172.16.0.1:36146, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.622478, 7153783, TCP, raw, 52, C2S, 172.16.0.1:36160, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.623471, 7153785, TCP, raw, 52, C2S, 172.16.0.1:36154, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.624476, 7153798, TCP, raw, 52, C2S, 172.16.0.1:36156, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.624954, 7153811, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36166, 301:2:1, allow
07/05-13:45:36.625479, 7153816, TCP, raw, 52, C2S, 172.16.0.1:36158, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.626473, 7153824, TCP, raw, 52, C2S, 172.16.0.1:36162, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.628472, 7153871, TCP, raw, 52, C2S, 172.16.0.1:36164, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.629488, 7153883, TCP, raw, 52, C2S, 172.16.0.1:36168, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.630461, 7153903, TCP, raw, 52, C2S, 172.16.0.1:36176, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.630466, 7153908, TCP, raw, 52, C2S, 172.16.0.1:36172, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.632471, 7153919, TCP, raw, 52, C2S, 172.16.0.1:36174, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.634471, 7153928, TCP, raw, 52, C2S, 172.16.0.1:36170, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.635473, 7153940, TCP, raw, 52, C2S, 172.16.0.1:36178, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.636469, 7153952, TCP, raw, 52, C2S, 172.16.0.1:36180, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.637465, 7153958, TCP, raw, 52, C2S, 172.16.0.1:36182, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.637538, 7153977, TCP, raw, 52, C2S, 172.16.0.1:36184, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.637883, 7153987, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36188, 301:2:1, allow
07/05-13:45:36.639484, 7154021, TCP, raw, 40, C2S, 172.16.0.1:36190, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.641464, 7154045, TCP, raw, 52, C2S, 172.16.0.1:36192, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.642475, 7154051, TCP, raw, 52, C2S, 172.16.0.1:36186, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.643470, 7154065, TCP, raw, 52, C2S, 172.16.0.1:36196, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.645467, 7154075, TCP, raw, 52, C2S, 172.16.0.1:36194, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.645486, 7154082, TCP, raw, 40, C2S, 172.16.0.1:36198, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.646476, 7154090, TCP, raw, 52, C2S, 172.16.0.1:36200, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.647482, 7154099, TCP, raw, 52, C2S, 172.16.0.1:36204, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.649469, 7154129, TCP, raw, 52, C2S, 172.16.0.1:36202, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.649581, 7154144, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36210, 301:2:1, allow
07/05-13:45:36.650448, 7154157, TCP, raw, 52, C2S, 172.16.0.1:36206, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.651465, 7154177, TCP, raw, 52, C2S, 172.16.0.1:36208, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.653468, 7154194, TCP, raw, 52, C2S, 172.16.0.1:36214, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.653473, 7154200, TCP, raw, 52, C2S, 172.16.0.1:36216, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.655490, 7154220, TCP, raw, 52, C2S, 172.16.0.1:36218, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.656462, 7154237, TCP, raw, 52, C2S, 172.16.0.1:36212, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.657467, 7154243, TCP, raw, 52, C2S, 172.16.0.1:36220, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.658521, 7154265, TCP, raw, 52, C2S, 172.16.0.1:36222, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.659469, 7154271, TCP, raw, 52, C2S, 172.16.0.1:36224, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.660484, 7154301, TCP, raw, 52, C2S, 172.16.0.1:36226, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.661485, 7154314, TCP, raw, 52, C2S, 172.16.0.1:36230, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.662462, 7154333, TCP, raw, 52, C2S, 172.16.0.1:36228, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.663467, 7154339, TCP, raw, 52, C2S, 172.16.0.1:36232, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.664472, 7154345, TCP, raw, 52, C2S, 172.16.0.1:36234, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.680466, 7154559, TCP, raw, 52, C2S, 172.16.0.1:36264, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.682476, 7154583, TCP, raw, 52, C2S, 172.16.0.1:36268, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.683467, 7154594, TCP, raw, 52, C2S, 172.16.0.1:36270, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.686475, 7154634, TCP, raw, 52, C2S, 172.16.0.1:36274, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.687464, 7154643, TCP, raw, 52, C2S, 172.16.0.1:36276, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.689469, 7154665, TCP, raw, 52, C2S, 172.16.0.1:36280, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.689479, 7154670, TCP, raw, 52, C2S, 172.16.0.1:36278, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.690475, 7154677, TCP, raw, 52, C2S, 172.16.0.1:36282, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.691472, 7154694, TCP, raw, 52, C2S, 172.16.0.1:36284, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.692446, 7154701, TCP, raw, 52, C2S, 172.16.0.1:36288, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.692482, 7154707, TCP, raw, 52, C2S, 172.16.0.1:36286, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.694503, 7154736, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36290, 301:2:1, allow
07/05-13:45:36.695480, 7154748, TCP, raw, 52, C2S, 172.16.0.1:36292, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.696482, 7154767, TCP, raw, 40, C2S, 172.16.0.1:36296, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.697474, 7154781, TCP, raw, 52, C2S, 172.16.0.1:36294, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.698479, 7154791, TCP, raw, 52, C2S, 172.16.0.1:36298, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.699471, 7154801, TCP, raw, 52, C2S, 172.16.0.1:36300, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.700473, 7154808, TCP, raw, 52, C2S, 172.16.0.1:36302, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.701480, 7154824, TCP, raw, 52, C2S, 172.16.0.1:36304, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.701711, 7154829, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36310, 301:2:1, allow
07/05-13:45:36.702475, 7154836, TCP, raw, 52, C2S, 172.16.0.1:36306, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.704469, 7154858, TCP, raw, 52, C2S, 172.16.0.1:36308, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.706049, 7154887, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36318, 301:2:1, allow
07/05-13:45:36.706158, 7154888, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36320, 301:2:1, allow
07/05-13:45:36.706424, 7154893, TCP, raw, 40, C2S, 172.16.0.1:36312, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.706471, 7154899, TCP, raw, 52, C2S, 172.16.0.1:36314, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.708459, 7154921, TCP, raw, 52, C2S, 172.16.0.1:36316, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.710483, 7154950, TCP, raw, 52, C2S, 172.16.0.1:36322, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.712484, 7154966, TCP, raw, 52, C2S, 172.16.0.1:36324, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.713455, 7154981, TCP, raw, 52, C2S, 172.16.0.1:36326, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.714480, 7154993, TCP, raw, 40, C2S, 172.16.0.1:36330, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.715489, 7155003, TCP, raw, 52, C2S, 172.16.0.1:36328, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.716488, 7155014, TCP, raw, 52, C2S, 172.16.0.1:36332, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.717463, 7155032, TCP, raw, 52, C2S, 172.16.0.1:36334, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.718463, 7155042, TCP, raw, 52, C2S, 172.16.0.1:36336, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.719489, 7155057, TCP, raw, 52, C2S, 172.16.0.1:36342, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.720467, 7155072, TCP, raw, 52, C2S, 172.16.0.1:36338, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.721480, 7155084, TCP, raw, 40, C2S, 172.16.0.1:36340, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.722942, 7155104, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36352, 301:2:1, allow
07/05-13:45:36.723448, 7155107, TCP, raw, 52, C2S, 172.16.0.1:36346, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.724461, 7155115, TCP, raw, 52, C2S, 172.16.0.1:36344, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.725463, 7155128, TCP, raw, 52, C2S, 172.16.0.1:36348, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.727476, 7155170, TCP, raw, 52, C2S, 172.16.0.1:36350, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.728458, 7155177, TCP, raw, 52, C2S, 172.16.0.1:36354, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.729487, 7155185, TCP, raw, 52, C2S, 172.16.0.1:36358, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.730459, 7155206, TCP, raw, 52, C2S, 172.16.0.1:36356, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.731470, 7155213, TCP, raw, 52, C2S, 172.16.0.1:36360, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.732474, 7155219, TCP, raw, 52, C2S, 172.16.0.1:36362, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.733494, 7155233, TCP, raw, 52, C2S, 172.16.0.1:36366, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.734480, 7155255, TCP, raw, 52, C2S, 172.16.0.1:36364, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.735466, 7155267, TCP, raw, 52, C2S, 172.16.0.1:36368, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.736493, 7155282, TCP, raw, 52, C2S, 172.16.0.1:36372, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.737462, 7155301, TCP, raw, 40, C2S, 172.16.0.1:36370, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.738462, 7155306, TCP, raw, 40, C2S, 172.16.0.1:36374, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.740456, 7155322, TCP, raw, 52, C2S, 172.16.0.1:36376, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.741468, 7155339, TCP, raw, 52, C2S, 172.16.0.1:36382, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.742474, 7155347, TCP, raw, 52, C2S, 172.16.0.1:36380, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.742474, 7155348, TCP, raw, 52, C2S, 172.16.0.1:36378, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.744478, 7155366, TCP, raw, 52, C2S, 172.16.0.1:36384, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.745435, 7155388, TCP, raw, 52, C2S, 172.16.0.1:36388, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.746458, 7155403, TCP, raw, 52, C2S, 172.16.0.1:36386, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.747481, 7155413, TCP, raw, 52, C2S, 172.16.0.1:36390, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.748462, 7155440, TCP, raw, 52, C2S, 172.16.0.1:36394, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.748488, 7155442, TCP, raw, 52, C2S, 172.16.0.1:36392, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.750474, 7155454, TCP, raw, 52, C2S, 172.16.0.1:36396, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.751483, 7155470, TCP, raw, 52, C2S, 172.16.0.1:36402, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.752460, 7155492, TCP, raw, 40, C2S, 172.16.0.1:36400, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.753465, 7155497, TCP, raw, 40, C2S, 172.16.0.1:36398, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.754481, 7155510, TCP, raw, 52, C2S, 172.16.0.1:36404, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.756459, 7155543, TCP, raw, 52, C2S, 172.16.0.1:36408, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.756471, 7155546, TCP, raw, 52, C2S, 172.16.0.1:36410, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.758465, 7155555, TCP, raw, 52, C2S, 172.16.0.1:36406, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.759460, 7155580, TCP, raw, 52, C2S, 172.16.0.1:36414, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.759466, 7155582, TCP, raw, 52, C2S, 172.16.0.1:36412, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.761445, 7155593, TCP, raw, 52, C2S, 172.16.0.1:36418, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.762457, 7155602, TCP, raw, 52, C2S, 172.16.0.1:36416, 192.168.10.50:80, 301:2:1, allow
