07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/03-17:18:14.941571, 9669880, TCP, raw, 1500, S2C, 54.192.38.6:80, 192.168.10.19:47802, 301:1:1, allow
07/03-17:18:25.096838, 9673900, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47338, 301:1:1, allow
07/03-17:18:25.098341, 9673914, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47340, 301:1:1, allow
07/03-17:18:25.099592, 9673930, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47342, 301:1:1, allow
07/03-17:18:25.104356, 9673993, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47348, 301:1:1, allow
07/03-17:18:25.114420, 9673999, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47344, 301:1:1, allow
07/03-17:26:15.925682, 9759192, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.12:49246, 301:1:1, allow
07/03-17:26:15.925687, 9759193, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.12:49248, 301:1:1, allow
07/03-17:26:59.308390, 9760915, TCP, raw, 1500, S2C, 87.98.168.164:80, 192.168.10.16:58336, 301:1:1, allow
07/03-17:31:05.121239, 9810799, TCP, raw, 40, S2C, 80.82.201.80:80, 192.168.10.15:53005, 301:1:1, allow
07/03-17:35:41.438725, 9864171, TCP, raw, 283, C2S, 192.168.10.12:38432, 54.175.83.148:443, 301:1:1, allow
07/03-17:35:55.962219, 9868455, TCP, raw, 40, C2S, 192.168.10.14:57417, 107.182.231.101:80, 301:1:1, allow
07/03-17:36:44.689719, 9872119, TCP, raw, 60, S2C, 54.175.83.148:443, 192.168.10.12:38434, 301:1:1, allow
07/03-17:50:14.674504, 9974338, TCP, raw, 52, C2S, 192.168.10.12:38804, 54.175.83.148:443, 301:1:1, allow
07/03-17:50:48.466002, 9974774, TCP, raw, 60, S2C, 54.175.83.148:443, 192.168.10.12:38806, 301:1:1, allow
07/03-17:51:06.243242, 9988490, TCP, raw, 202, C2S, 192.168.10.17:55447, 192.99.16.44:443, 301:1:1, allow
07/03-17:54:47.805177, 10034825, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.17:48387, 301:1:1, allow
07/03-17:57:24.307207, 10049386, TCP, raw, 40, S2C, 99.192.248.32:80, 192.168.10.5:49334, 301:1:1, allow
07/03-17:57:24.307700, 10049396, TCP, raw, 40, C2S, 192.168.10.5:49335, 99.192.248.32:80, 301:1:1, allow
07/03-17:57:24.309194, 10049414, TCP, raw, 40, C2S, 192.168.10.5:49336, 99.192.248.32:80, 301:1:1, allow
07/03-18:01:26.697979, 10108914, TCP, raw, 1500, S2C, 192.33.31.104:80, 192.168.10.19:34934, 301:1:1, allow
07/03-18:01:30.640862, 10112154, TCP, raw, 1500, S2C, 192.33.31.104:80, 192.168.10.19:34995, 301:2:1, allow
07/03-18:01:30.795078, 10112542, TCP, raw, 1500, S2C, 69.164.0.128:80, 192.168.10.19:58508, 301:2:1, allow
07/03-18:02:02.974506, 10123330, TCP, raw, 52, C2S, 192.168.10.19:53691, 54.165.125.146:80, 301:2:1, allow
07/03-18:02:03.230645, 10123486, TCP, raw, 52, C2S, 192.168.10.19:53714, 54.165.125.146:80, 301:2:1, allow
07/03-18:04:27.034673, 10136364, TCP, raw, 1500, S2C, 54.225.198.196:80, 192.168.10.17:41519, 301:1:1, allow
07/03-18:04:27.216314, 10136614, TCP, raw, 1500, S2C, 52.84.143.247:80, 192.168.10.17:58793, 301:1:1, allow
07/03-18:04:27.237715, 10136731, TCP, raw, 1500, S2C, 52.84.143.247:80, 192.168.10.17:58795, 301:1:1, allow
07/03-18:07:29.304006, 10180450, TCP, raw, 190, C2S, 192.168.10.5:49522, 209.15.36.31:443, 301:1:1, allow
07/03-18:14:38.628855, 10260352, TCP, raw, 1500, S2C, 128.32.203.137:80, 192.168.10.12:35868, 301:1:1, allow
07/03-18:14:38.840963, 10260454, TCP, raw, 1500, S2C, 128.32.203.137:80, 192.168.10.12:35876, 301:1:1, allow
07/03-18:14:39.651438, 10262246, TCP, raw, 1500, S2C, 54.192.39.67:80, 192.168.10.12:33338, 301:1:1, allow
07/03-18:15:24.450325, 10274821, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53874, 301:1:1, allow
07/03-18:15:24.450827, 10274828, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53875, 301:1:1, allow
07/03-18:15:24.479926, 10274842, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53872, 301:1:1, allow
07/03-18:15:31.460099, 10279633, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.17:58544, 301:2:1, allow
07/03-18:18:28.131192, 10316068, TCP, raw, 166, C2S, 192.168.10.8:56418, 52.70.249.167:443, 301:2:1, allow
07/03-18:18:28.136125, 10316074, TCP, raw, 166, C2S, 192.168.10.8:56420, 52.70.249.167:443, 301:2:1, allow
07/03-18:19:35.131194, 10327767, TCP, raw, 1500, S2C, 151.101.129.34:80, 192.168.10.16:41442, 301:1:1, allow
07/03-18:19:35.315787, 10328052, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33906, 301:1:1, allow
07/03-18:19:35.316785, 10328065, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33904, 301:1:1, allow
07/03-18:19:35.317557, 10328075, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33902, 301:1:1, allow
07/03-18:19:35.318779, 10328092, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33908, 301:1:1, allow
07/03-18:19:35.371996, 10328437, TCP, raw, 1500, S2C, 151.101.193.34:80, 192.168.10.16:53856, 301:1:1, allow
07/03-18:19:36.134150, 10329238, TCP, raw, 1500, S2C, 151.101.0.175:80, 192.168.10.16:56120, 301:1:1, allow
07/03-18:19:36.387719, 10329361, TCP, raw, 1500, S2C, 151.101.193.34:80, 192.168.10.16:53906, 301:1:1, allow
07/03-18:19:36.683939, 10329587, TCP, raw, 1500, S2C, 52.84.145.181:80, 192.168.10.16:58450, 301:1:1, allow
07/03-18:19:43.645995, 10344491, TCP, raw, 1500, S2C, 23.99.206.151:80, 192.168.10.16:46614, 301:1:1, allow
07/03-18:22:35.117621, 10383451, TCP, raw, 1500, S2C, 151.101.1.132:80, 192.168.10.16:57680, 301:1:1, allow
07/03-18:22:35.316862, 10383665, TCP, raw, 1500, S2C, 151.101.0.188:80, 192.168.10.16:48668, 301:1:1, allow
07/03-18:22:35.352304, 10383726, TCP, raw, 1500, S2C, 151.101.0.188:80, 192.168.10.16:48672, 301:1:1, allow
07/03-18:22:38.502081, 10388148, TCP, raw, 1500, S2C, 50.19.60.226:80, 192.168.10.16:33898, 301:1:1, allow
07/03-18:24:29.882914, 10408697, TCP, raw, 40, C2S, 192.168.10.8:56462, 205.128.94.60:80, 301:1:1, allow
07/03-18:24:30.278256, 10408791, TCP, raw, 40, C2S, 192.168.10.8:56464, 205.128.94.60:80, 301:1:1, allow
07/03-18:31:48.090321, 10502088, TCP, raw, 569, C2S, 192.168.10.17:42842, 83.222.104.102:443, 301:1:1, allow
07/03-18:37:29.066622, 10629985, TCP, raw, 1500, S2C, 23.217.51.134:80, 192.168.10.17:35807, 301:1:1, allow
07/03-18:37:29.280457, 10630348, TCP, raw, 1500, S2C, 151.101.44.175:80, 192.168.10.17:46425, 301:1:1, allow
07/03-18:41:06.256781, 10649421, TCP, raw, 40, C2S, 192.168.10.5:50197, 23.15.4.11:80, 301:1:1, allow
07/03-18:42:36.218566, 10657895, TCP, raw, 40, C2S, 192.168.10.15:53744, 104.88.109.75:80, 301:1:1, allow
07/03-18:43:28.205873, 10665872, TCP, raw, 1500, S2C, 8.27.240.125:80, 192.168.10.17:58002, 301:1:1, allow
07/03-18:49:53.492017, 10721263, TCP, raw, 1500, S2C, 23.194.109.177:80, 192.168.10.51:52479, 301:1:1, allow
07/03-18:49:53.541325, 10721502, TCP, raw, 1500, S2C, 23.206.175.208:80, 192.168.10.51:48917, 301:1:1, allow
07/03-18:49:53.882390, 10721832, TCP, raw, 1500, S2C, 52.90.89.118:80, 192.168.10.51:56019, 301:1:1, allow
07/03-18:49:54.063543, 10721937, TCP, raw, 1500, S2C, 108.168.172.162:80, 192.168.10.51:47872, 301:1:1, allow
07/03-18:49:54.378836, 10722095, TCP, raw, 1500, S2C, 23.194.109.177:80, 192.168.10.51:52494, 301:1:1, allow
07/03-18:49:56.992176, 10725144, TCP, raw, 1500, S2C, 209.48.71.168:80, 192.168.10.51:46039, 301:1:1, allow
07/03-18:55:29.379141, 10787196, TCP, raw, 1500, S2C, 104.76.110.117:80, 192.168.10.17:57406, 301:1:1, allow
07/03-18:55:29.386076, 10787225, TCP, raw, 1500, S2C, 104.76.110.117:80, 192.168.10.17:57405, 301:1:1, allow
07/03-18:58:01.614772, 10812855, TCP, raw, 40, C2S, 192.168.10.12:53896, 104.16.254.60:443, 301:1:1, allow
07/03-18:58:26.825494, 10816920, TCP, raw, 52, C2S, 192.168.10.17:41837, 194.232.104.141:80, 301:1:1, allow
07/03-18:58:28.821465, 10818751, TCP, raw, 238, C2S, 192.168.10.5:50949, 209.15.36.32:443, 301:1:1, allow
07/03-19:01:46.125690, 10865157, TCP, raw, 198, C2S, 192.168.10.5:51524, 34.224.224.70:443, 301:1:1, allow
07/03-19:14:58.327558, 10985408, TCP, raw, 1500, S2C, 93.184.216.16:80, 192.168.10.17:50085, 301:1:1, allow
07/03-19:23:35.126167, 11077340, TCP, raw, 40, C2S, 192.168.10.17:58762, 203.226.255.9:80, 301:1:1, allow
07/03-19:27:15.632474, 11111048, TCP, raw, 233, C2S, 192.168.10.9:6850, 185.49.84.172:443, 301:1:1, allow
07/03-19:27:36.757751, 11114448, TCP, raw, 40, C2S, 192.168.10.17:58983, 203.226.255.9:80, 301:1:1, allow
07/03-19:29:14.183014, 11139003, TCP, raw, 46, C2S, 192.168.10.25:62531, 63.251.109.83:443, 301:1:1, allow
07/03-19:43:48.783832, 11397134, TCP, raw, 1500, S2C, 93.184.216.116:80, 192.168.10.17:52499, 301:1:1, allow
07/03-19:44:40.486669, 11405108, TCP, raw, 40, C2S, 192.168.10.15:54696, 209.48.71.161:80, 301:1:1, allow
07/03-19:44:51.145275, 11420195, TCP, raw, 1500, S2C, 151.101.22.2:80, 192.168.10.25:64332, 301:1:1, allow
07/03-19:48:07.201927, 11477768, TCP, raw, 202, C2S, 192.168.10.19:58961, 23.111.9.32:443, 301:1:1, allow
07/03-19:48:12.403787, 11493231, TCP, raw, 166, C2S, 192.168.10.5:53235, 34.225.206.80:443, 301:2:1, allow
07/03-19:48:59.581378, 11503911, TCP, raw, 52, S2C, 23.50.75.27:80, 192.168.10.25:64630, 301:1:1, allow
07/03-19:49:05.541711, 11522627, TCP, raw, 52, S2C, 23.50.75.27:80, 192.168.10.25:64641, 301:1:1, allow
07/03-19:49:17.232442, 11532403, TCP, raw, 52, C2S, 192.168.10.12:44694, 194.232.104.149:80, 301:1:1, allow
07/03-19:50:21.741156, 11552693, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.16:46502, 301:1:1, allow
07/03-19:51:57.916064, 11571859, TCP, raw, 1500, S2C, 8.27.240.253:80, 192.168.10.17:35496, 301:1:1, allow
07/03-19:57:06.160449, 11657957, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36870, 301:1:1, allow
07/03-19:57:06.167289, 11657988, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36871, 301:1:1, allow
07/03-19:57:06.178215, 11658008, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36874, 301:1:1, allow
07/03-19:57:07.596792, 11659413, TCP, raw, 40, S2C, 195.142.105.13:80, 192.168.10.19:38130, 301:1:1, allow
07/03-19:57:12.052350, 11661302, TCP, raw, 1500, S2C, 192.99.19.8:80, 192.168.10.19:54864, 301:1:1, allow
07/03-20:00:13.546916, 11691943, TCP, raw, 1500, S2C, 23.99.206.151:80, 192.168.10.19:45155, 301:1:1, allow
07/03-20:01:02.595319, 11707517, TCP, raw, 52, C2S, 192.168.10.16:36708, 202.123.106.106:80, 301:1:1, allow
07/03-20:01:02.595679, 11707520, TCP, raw, 52, C2S, 192.168.10.16:36706, 202.123.106.106:80, 301:1:1, allow
07/03-20:01:02.858081, 11707551, TCP, raw, 52, C2S, 192.168.10.16:36710, 202.123.106.106:80, 301:1:1, allow
