07/04-12:01:53.174283, 48313, TCP, raw, 166, C2S, 192.168.10.9:1461, 54.210.27.11:443, 301:2:1, allow
07/04-17:29:33.717455, 9599223, TCP, raw, 166, C2S, 192.168.10.8:54872, 47.88.68.21:443, 301:2:1, allow
07/04-17:29:33.722537, 9599224, TCP, raw, 166, C2S, 192.168.10.8:54871, 47.88.68.21:443, 301:2:1, allow
07/04-17:30:08.875826, 9610951, TCP, raw, 52, C2S, 192.168.10.25:59277, 69.147.82.61:80, 301:1:1, allow
07/04-17:30:08.894140, 9610960, TCP, raw, 52, C2S, 192.168.10.25:59276, 69.147.82.61:80, 301:1:1, allow
07/04-17:33:04.129456, 9668874, TCP, raw, 1500, S2C, 23.15.4.10:80, 192.168.10.25:59466, 301:1:1, allow
07/04-17:33:04.731376, 9669006, TCP, raw, 1500, S2C, 23.15.4.10:80, 192.168.10.25:59471, 301:1:1, allow
07/04-17:37:28.193006, 9749335, TCP, raw, 52, C2S, 192.168.10.25:59863, 54.235.150.88:80, 301:1:1, allow
07/04-17:37:28.209607, 9749367, TCP, raw, 52, C2S, 192.168.10.25:59864, 54.235.150.88:80, 301:1:1, allow
07/04-17:37:28.216873, 9749384, TCP, raw, 52, C2S, 192.168.10.25:59868, 54.230.36.191:80, 301:1:1, allow
07/04-17:37:28.272867, 9749449, TCP, raw, 52, S2C, 54.235.150.88:80, 192.168.10.25:59865, 301:1:1, allow
07/04-17:37:28.345895, 9749499, TCP, raw, 52, S2C, 52.84.143.124:80, 192.168.10.25:59872, 301:1:1, allow
07/04-17:37:28.887141, 9749727, TCP, raw, 52, S2C, 54.235.150.88:80, 192.168.10.25:59879, 301:1:1, allow
07/04-17:39:28.315423, 9774369, TCP, raw, 52, C2S, 192.168.10.16:58714, 23.208.80.45:80, 301:1:1, allow
07/04-17:39:28.316113, 9774377, TCP, raw, 1500, S2C, 23.208.80.45:80, 192.168.10.16:58718, 301:1:1, allow
07/04-17:39:28.322534, 9774420, TCP, raw, 1500, S2C, 23.208.80.45:80, 192.168.10.16:58716, 301:1:1, allow
07/04-17:39:28.825691, 9775927, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58352, 301:1:1, allow
07/04-17:39:29.076920, 9776147, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58358, 301:1:1, allow
07/04-17:39:29.178951, 9776254, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58366, 301:1:1, allow
07/04-17:39:38.175186, 9781807, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58592, 301:1:1, allow
07/04-17:39:38.175733, 9781814, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58594, 301:1:1, allow
07/04-17:39:38.177610, 9781825, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58586, 301:1:1, allow
07/04-17:39:38.179631, 9781837, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58590, 301:1:1, allow
07/04-17:39:38.180152, 9781844, TCP, raw, 1500, S2C, 23.208.216.31:80, 192.168.10.16:58588, 301:1:1, allow
07/04-17:40:35.818893, 9803655, TCP, raw, 52, C2S, 192.168.10.25:60088, 34.203.181.225:80, 301:1:1, allow
07/04-17:40:37.405998, 9804638, TCP, raw, 52, C2S, 192.168.10.25:60111, 23.36.34.56:80, 301:1:1, allow
07/04-17:40:39.457370, 9805825, TCP, raw, 1500, S2C, 151.101.0.175:80, 192.168.10.25:60137, 301:1:1, allow
07/04-17:40:39.943848, 9806256, TCP, raw, 52, C2S, 192.168.10.25:60152, 23.36.34.56:80, 301:1:1, allow
07/04-17:40:44.821762, 9808397, TCP, raw, 52, C2S, 192.168.10.25:60213, 23.208.218.78:80, 301:1:1, allow
07/04-17:40:48.922150, 9809670, TCP, raw, 52, S2C, 173.231.178.98:80, 192.168.10.25:60240, 301:1:1, allow
07/04-17:40:48.971408, 9809683, TCP, raw, 52, S2C, 173.231.178.98:80, 192.168.10.25:60241, 301:1:1, allow
07/04-17:43:40.275639, 9848560, TCP, raw, 166, C2S, 192.168.10.9:7275, 199.167.65.22:443, 301:2:1, allow
07/04-17:45:25.781076, 9891360, TCP, raw, 166, C2S, 192.168.10.14:56277, 50.57.31.206:443, 301:1:1, allow
07/04-17:45:31.890005, 9892956, TCP, raw, 52, S2C, 52.210.206.107:80, 192.168.10.25:60491, 301:1:1, allow
07/04-17:49:39.408183, 9959324, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.25:60642, 301:1:1, allow
07/04-17:49:40.607603, 9959736, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.25:60649, 301:1:1, allow
07/04-17:50:11.552313, 9970602, TCP, raw, 52, C2S, 192.168.10.25:60898, 23.15.4.16:80, 301:1:1, allow
07/04-17:51:02.578004, 9978113, TCP, raw, 52, C2S, 192.168.10.25:60960, 104.97.130.183:80, 301:1:1, allow
07/04-17:51:31.507750, 9988707, TCP, raw, 52, C2S, 192.168.10.25:61089, 151.101.44.230:80, 301:1:1, allow
07/04-17:51:31.537065, 9988729, TCP, raw, 52, S2C, 151.101.44.230:80, 192.168.10.25:61090, 301:1:1, allow
07/04-17:51:31.575524, 9988774, TCP, raw, 52, C2S, 192.168.10.25:61093, 151.101.44.230:80, 301:1:1, allow
07/04-17:51:31.760351, 9988917, TCP, raw, 52, C2S, 192.168.10.25:61097, 151.101.44.230:80, 301:1:1, allow
07/04-17:58:03.513967, 10062944, TCP, raw, 52, C2S, 192.168.10.17:53139, 192.168.10.50:22, 301:1:1, allow
07/04-17:58:53.891805, 10075328, TCP, raw, 60, S2C, 54.175.83.148:443, 192.168.10.19:53767, 301:1:1, allow
07/04-18:07:03.515010, 10188978, TCP, raw, 52, C2S, 192.168.10.17:53169, 192.168.10.50:22, 301:1:1, allow
07/04-18:07:55.104973, 10193591, TCP, raw, 136, C2S, 192.168.10.8:55773, 192.168.10.50:22, 301:1:1, allow
07/04-18:09:52.156241, 10216842, TCP, raw, 60, C2S, 172.16.0.1:52228, 192.168.10.50:22, 307:1:0, allow
07/04-18:12:35.072136, 10245701, TCP, raw, 1500, S2C, 184.50.210.152:80, 192.168.10.25:61702, 301:1:1, allow
07/04-18:12:35.095237, 10245711, TCP, raw, 52, S2C, 184.50.210.152:80, 192.168.10.25:61704, 301:1:1, allow
07/04-18:14:00.376344, 10256191, TCP, raw, 40, C2S, 192.168.10.17:38016, 47.89.67.202:80, 301:1:1, allow
07/04-18:17:03.520507, 10308356, TCP, raw, 178, C2S, 192.168.10.16:54174, 104.97.139.37:443, 301:1:1, allow
07/04-18:19:01.471468, 10346367, TCP, raw, 52, C2S, 192.168.10.25:62132, 104.73.252.128:80, 301:1:1, allow
07/04-18:19:01.535956, 10346487, TCP, raw, 1500, S2C, 104.73.252.128:80, 192.168.10.25:62137, 301:1:1, allow
07/04-18:22:05.677675, 10432626, TCP, raw, 40, S2C, 108.59.6.118:80, 192.168.10.15:57183, 301:1:1, allow
07/04-18:23:49.976824, 10450908, TCP, raw, 1500, S2C, 54.192.37.138:80, 192.168.10.12:56964, 301:1:1, allow
07/04-18:23:49.982855, 10450932, TCP, raw, 1500, S2C, 54.192.37.138:80, 192.168.10.12:56966, 301:1:1, allow
07/04-18:24:47.574950, 10460034, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.17:40678, 301:2:1, allow
07/04-18:24:47.576856, 10460057, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.17:40683, 301:2:1, allow
07/04-18:24:47.583579, 10460081, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.17:40684, 301:2:1, allow
07/04-18:24:48.584633, 10460921, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.17:40705, 301:2:1, allow
07/04-18:24:48.585874, 10460934, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.17:40706, 301:2:1, allow
07/04-18:35:43.975673, 10568430, TCP, raw, 166, C2S, 192.168.10.15:57529, 104.97.137.120:443, 301:1:1, allow
07/04-18:36:04.358640, 10576885, TCP, raw, 238, C2S, 192.168.10.15:57585, 209.15.36.31:443, 301:1:1, allow
07/04-18:53:15.735738, 10679992, TCP, raw, 1500, S2C, 184.154.69.154:80, 192.168.10.51:40795, 301:1:1, allow
07/04-18:53:16.318855, 10680372, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:38995, 301:1:1, allow
07/04-18:53:17.219401, 10681483, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.51:38996, 301:1:1, allow
07/04-18:53:30.914337, 10683042, TCP, raw, 52, S2C, 185.147.176.24:80, 192.168.10.51:37789, 301:1:1, allow
07/04-18:57:33.981838, 10713076, TCP, raw, 242, C2S, 192.168.10.8:56263, 209.15.36.33:443, 301:1:1, allow
07/04-18:59:16.319844, 10728732, TCP, raw, 166, C2S, 192.168.10.9:8426, 52.84.142.16:443, 301:1:1, allow
07/04-19:02:33.840915, 10740497, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.15:58046, 301:2:1, allow
07/04-19:02:33.841526, 10740503, TCP, raw, 40, C2S, 192.168.10.15:58044, 23.15.4.17:80, 301:2:1, allow
07/04-19:04:20.150436, 10751118, TCP, raw, 52, C2S, 192.168.10.51:43875, 174.35.73.78:80, 301:1:1, allow
07/04-19:11:32.839330, 10800163, TCP, raw, 298, S2C, 151.101.0.133:443, 192.168.10.15:58399, 301:1:1, allow
07/04-19:14:11.821476, 10824751, TCP, raw, 52, C2S, 192.168.10.25:63288, 96.127.174.18:80, 301:1:1, allow
07/04-19:17:49.051427, 10851019, TCP, raw, 40, C2S, 192.168.10.15:58656, 23.194.141.47:80, 301:2:1, allow
07/04-19:17:51.142779, 10851919, TCP, raw, 1500, S2C, 38.69.238.18:80, 192.168.10.51:48766, 301:1:1, allow
07/04-19:17:51.248304, 10851983, TCP, raw, 1500, S2C, 38.69.238.10:80, 192.168.10.51:48112, 301:1:1, allow
07/04-19:17:51.248635, 10851990, TCP, raw, 52, C2S, 192.168.10.51:48113, 38.69.238.10:80, 301:1:1, allow
07/04-19:17:51.252834, 10852045, TCP, raw, 1500, S2C, 38.69.238.10:80, 192.168.10.51:48115, 301:1:1, allow
07/04-19:17:51.255614, 10852066, TCP, raw, 1500, S2C, 38.69.238.10:80, 192.168.10.51:48116, 301:1:1, allow
07/04-19:17:51.257391, 10852085, TCP, raw, 1500, S2C, 38.69.238.10:80, 192.168.10.51:48117, 301:1:1, allow
07/04-19:21:29.640497, 10895893, TCP, raw, 1500, S2C, 52.69.58.56:80, 192.168.10.9:8983, 301:2:1, allow
07/04-19:25:21.515562, 10953458, TCP, raw, 166, C2S, 192.168.10.9:9397, 52.20.84.90:443, 301:2:1, allow
07/04-19:25:48.885880, 10967252, TCP, raw, 166, C2S, 192.168.10.9:9747, 107.23.165.43:443, 301:2:1, allow
07/04-19:25:49.386584, 10968025, TCP, raw, 166, C2S, 192.168.10.9:9756, 107.23.165.43:443, 301:2:1, allow
07/04-19:25:49.391359, 10968034, TCP, raw, 166, C2S, 192.168.10.9:9755, 107.23.165.43:443, 301:2:1, allow
07/04-19:26:06.920756, 10978453, TCP, raw, 40, S2C, 64.95.32.26:443, 192.168.10.9:10023, 301:1:1, allow
07/04-19:26:10.308052, 10981664, TCP, raw, 166, C2S, 192.168.10.9:10063, 149.56.30.199:443, 301:1:1, allow
07/04-19:26:11.492571, 10983137, TCP, raw, 166, C2S, 192.168.10.9:10068, 52.42.124.51:443, 301:1:1, allow
07/04-19:26:11.832574, 10983442, TCP, raw, 166, C2S, 192.168.10.9:10118, 52.42.124.51:443, 301:1:1, allow
07/04-19:26:11.907276, 10983529, TCP, raw, 166, C2S, 192.168.10.9:10124, 74.217.253.61:443, 301:1:1, allow
07/04-19:26:33.334829, 10992867, TCP, raw, 166, C2S, 192.168.10.9:10443, 52.24.219.132:443, 301:2:1, allow
07/04-19:26:36.851443, 10997811, TCP, raw, 166, C2S, 192.168.10.9:10539, 149.56.241.111:443, 301:2:1, allow
07/04-19:26:37.427536, 10998747, TCP, raw, 166, C2S, 192.168.10.9:10592, 192.99.16.36:443, 301:2:1, allow
07/04-19:26:38.279911, 10999832, TCP, raw, 166, C2S, 192.168.10.9:10606, 52.15.143.191:443, 301:2:1, allow
07/04-19:26:38.303992, 10999865, TCP, raw, 166, C2S, 192.168.10.9:10554, 149.56.241.111:443, 301:2:1, allow
07/04-19:26:38.308725, 10999868, TCP, raw, 166, C2S, 192.168.10.9:10553, 149.56.241.111:443, 301:2:1, allow
07/04-19:27:28.814932, 11027978, TCP, raw, 166, C2S, 192.168.10.9:11158, 149.56.241.116:443, 301:1:1, allow
07/04-19:27:29.482965, 11028269, TCP, raw, 166, C2S, 192.168.10.9:11156, 149.56.241.116:443, 301:1:1, allow
07/04-19:27:31.602473, 11028950, TCP, raw, 166, C2S, 192.168.10.9:11182, 149.56.241.116:443, 301:1:1, allow
07/04-19:27:31.625205, 11028962, TCP, raw, 166, C2S, 192.168.10.9:11181, 149.56.241.116:443, 301:1:1, allow
07/04-19:27:33.016201, 11029240, TCP, raw, 166, C2S, 192.168.10.9:11222, 149.56.241.116:443, 301:1:1, allow
07/04-19:28:20.496766, 11055591, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.25:63411, 301:1:1, allow
07/04-19:28:20.506252, 11055628, TCP, raw, 52, C2S, 192.168.10.25:63410, 96.127.174.18:80, 301:1:1, allow
07/04-19:28:40.815386, 11071757, TCP, raw, 166, C2S, 192.168.10.9:12068, 192.99.16.36:443, 301:1:1, allow
07/04-19:38:45.230206, 11248649, TCP, raw, 1500, S2C, 69.4.95.11:80, 192.168.10.12:42390, 301:1:1, allow
07/04-19:38:45.481231, 11248807, TCP, raw, 1500, S2C, 69.4.95.11:80, 192.168.10.12:42402, 301:1:1, allow
07/04-19:38:45.482752, 11248823, TCP, raw, 1500, S2C, 69.4.95.11:80, 192.168.10.12:42398, 301:1:1, allow
07/04-19:38:45.491959, 11248869, TCP, raw, 1500, S2C, 69.4.95.11:80, 192.168.10.12:42396, 301:1:1, allow
07/04-19:38:45.494492, 11248897, TCP, raw, 1500, S2C, 69.4.95.11:80, 192.168.10.12:42394, 301:1:1, allow
07/04-19:38:52.493610, 11255282, TCP, raw, 1500, S2C, 104.88.9.44:80, 192.168.10.12:48878, 301:1:1, allow
07/04-19:39:13.017067, 11263735, TCP, raw, 1500, S2C, 54.192.39.89:80, 192.168.10.12:46718, 301:1:1, allow
07/04-19:39:22.335287, 11275791, TCP, raw, 198, C2S, 192.168.10.5:59967, 34.224.224.222:443, 301:2:1, allow
07/04-19:41:23.873143, 11311063, TCP, raw, 1500, S2C, 54.192.39.67:80, 192.168.10.19:46924, 301:1:1, allow
07/04-19:41:31.786792, 11313130, TCP, raw, 1500, S2C, 104.88.15.24:80, 192.168.10.19:42613, 301:1:1, allow
07/04-19:41:31.895984, 11313451, TCP, raw, 1500, S2C, 104.88.15.24:80, 192.168.10.19:42644, 301:1:1, allow
07/04-19:41:31.917441, 11313540, TCP, raw, 544, S2C, 104.88.15.24:80, 192.168.10.19:42642, 301:1:1, allow
07/04-19:44:14.028074, 11364480, TCP, raw, 1500, S2C, 23.208.102.249:80, 192.168.10.19:46656, 301:2:1, allow
07/04-19:44:14.093050, 11364511, TCP, raw, 1500, S2C, 23.15.4.18:80, 192.168.10.19:41249, 301:2:1, allow
07/04-19:47:17.191896, 11389497, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.51:50781, 301:1:1, allow
07/04-19:47:24.354142, 11391339, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.51:60066, 301:1:1, allow
07/04-19:54:53.871597, 11497160, TCP, raw, 1500, S2C, 52.84.59.171:80, 192.168.10.19:51450, 301:1:1, allow
07/04-19:54:54.056928, 11497291, TCP, raw, 1500, S2C, 89.163.159.107:80, 192.168.10.19:38702, 301:1:1, allow
07/04-19:54:56.864071, 11499494, TCP, raw, 1500, S2C, 23.194.140.38:80, 192.168.10.19:34648, 301:1:1, allow
07/04-19:55:39.024409, 11510509, TCP, raw, 1500, S2C, 23.15.4.11:80, 192.168.10.12:35838, 301:2:1, allow
07/04-19:56:44.893675, 11525330, TCP, raw, 40, S2C, 69.64.147.32:443, 192.168.10.12:48632, 301:1:1, allow
